ID,Study,Year,Title,Author(s),URL,Language,Location,Soil Type,Latitude,Longitude,Altitude,Climate,Precipitation (mm),Mean Annual Temperature (°C),Microbes ,Crop,Data Extracted,Funding,Conventional/organic/conservation,Specific Practices,Length of Experiment,Soil Level,Experiment Type,Include?,Reason,Management,Crop.Rotation,Measure of Diversity,m1i,sd1i,n1i,Unit,Measure of Abundance,Abundance,Variance
37a,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",Richness,1425,32,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.0202128,0.04
37b,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Conventional,"Maize, winter rapeseed, winter wheat, winter barley",Shannon,6.0962656,0.14,4,SD,log bacterial 16S rRNA genes per g of dry soil,8.9755319,0.14
37b,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Conventional,"Maize, winter rapeseed, winter wheat, winter barley",Shannon,5.8742739,0.4,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.2411348,0.08
37b,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Shannon,6.046473,0.16,4,SD,log bacterial 16S rRNA genes per g of dry soil,8.9556738,0.18
37b,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Shannon,6.0485477,0.1,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.2212766,0.16
37b,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Shannon,5.9759336,0.18,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.1666667,0.14
37b,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Shannon,5.8991701,0.1,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.0375887,0.04
37b,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",Shannon,6.013278,0.2,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.087234,0.2
37b,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",Shannon,5.9116183,0.08,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.0202128,0.04
37c,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Conventional,"Maize, winter rapeseed, winter wheat, winter barley",Pielou,0.8364348,0.018,4,SD,log bacterial 16S rRNA genes per g of dry soil,8.9755319,0.14
37c,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Conventional,"Maize, winter rapeseed, winter wheat, winter barley",Pielou,0.8121739,0.04,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.2411348,0.08
37c,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Pielou,0.8309565,0.02,4,SD,log bacterial 16S rRNA genes per g of dry soil,8.9556738,0.18
37c,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Pielou,0.8330435,0.016,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.2212766,0.16
37c,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Pielou,0.8226087,0.02,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.1666667,0.14
37c,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Pielou,0.8142609,0.014,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.0375887,0.04
37c,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",Pielou,0.8314783,0.014,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.087234,0.2
37c,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",Pielou,0.8163478,0.01,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.0202128,0.04
37d,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Conventional,"Maize, winter rapeseed, winter wheat, winter barley",Chao-1,2006.4777328,94,4,SD,log bacterial 16S rRNA genes per g of dry soil,8.9755319,0.14
37d,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Conventional,"Maize, winter rapeseed, winter wheat, winter barley",Chao-1,1911.7408907,158,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.2411348,0.08
37d,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Chao-1,1994.3319838,82,4,SD,log bacterial 16S rRNA genes per g of dry soil,8.9556738,0.18
37d,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Chao-1,1977.3279352,100,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.2212766,0.16
37d,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Chao-1,1965.1821862,106,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.1666667,0.14
37d,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",Chao-1,1923.8866397,92,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.0375887,0.04
37d,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",Chao-1,1905.6680162,324,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.087234,0.2
37d,Bacteria,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",Chao-1,1928.7449393,54,4,SD,log bacterial 16S rRNA genes per g of dry soil,9.0202128,0.04
37.1,Archaea,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Conventional,"Maize, winter rapeseed, winter wheat, winter barley",n/a,n/a,n/a,4,SD,log archaeal 16S rRNA genes per g of dry soil,8.526087,0.2
37.1,Archaea,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Conventional,"Maize, winter rapeseed, winter wheat, winter barley",n/a,n/a,n/a,4,SD,log archaeal 16S rRNA genes per g of dry soil,8.6913043,0.1
37.1,Archaea,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",n/a,n/a,n/a,4,SD,log archaeal 16S rRNA genes per g of dry soil,8.4043478,0.2
37.1,Archaea,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",n/a,n/a,n/a,4,SD,log archaeal 16S rRNA genes per g of dry soil,8.9565217,0.2
37.1,Archaea,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",n/a,n/a,n/a,4,SD,log archaeal 16S rRNA genes per g of dry soil,8.6347826,0.06
37.1,Archaea,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Maize, winter rapeseed, winter wheat, winter barley",n/a,n/a,n/a,4,SD,log archaeal 16S rRNA genes per g of dry soil,8.6173913,0.2
37.1,Archaea,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",n/a,n/a,n/a,4,SD,log archaeal 16S rRNA genes per g of dry soil,8.7130435,0.16
37.1,Archaea,2019,Impact of long-term agricultural management practices on soil prokaryotic communities,"Doreen Babin, Annette Deubel, Samuel Jacquiod, Soren J. Sorensen, Joerg Geistlinger, Rita Grosch, Kornelia Small",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,"Bacteria, Archaea",Winter barley,"Diversity, relative abundance",German Federal Ministry of Education and Research,"Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk,Field,Yes,Provides good diversity data,Organic,"Maize, winter rapeseed, winter wheat, winter barley",n/a,n/a,n/a,4,SD,log archaeal 16S rRNA genes per g of dry soil,8.6086957,0.6
38,Bacteria,2019,Effect of long-term farming practices on agricultural soil microbiome members represented by metagenomically assembled genomes (MAGS) and their predicted plant-beneficial genes,"Johanna Nelkner, Christian Henke, Timo Wentong Lin, Wiebke Patzold, Julia Hassa, Sebastian Jaenicke, Rita Grosch, Alfred Puhler, Alexander Sczyrba, Andreas Schluter",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,Bacteria,Winter barley,"Abundance, relative abundance","European Union’s Horizon 2020 research and innovation programme, German Federal Ministry of Education and Research project","Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk and rhizosphere,Field,Yes,Provides good abundance data,Conventional,"Maize, winter wheat, winter barley, winter rapeseed",n/a,n/a,n/a,4,SD,Number of reads/sequences,56545521,n/a
38,Bacteria,2019,Effect of long-term farming practices on agricultural soil microbiome members represented by metagenomically assembled genomes (MAGS) and their predicted plant-beneficial genes,"Johanna Nelkner, Christian Henke, Timo Wentong Lin, Wiebke Patzold, Julia Hassa, Sebastian Jaenicke, Rita Grosch, Alfred Puhler, Alexander Sczyrba, Andreas Schluter",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,Bacteria,Winter barley,"Abundance, relative abundance","European Union’s Horizon 2020 research and innovation programme, German Federal Ministry of Education and Research project","Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk and rhizosphere,Field,Yes,Provides good abundance data,Conventional,"Maize, winter wheat, winter barley, winter rapeseed",n/a,n/a,n/a,4,SD,Number of reads/sequences,39765708,n/a
38,Bacteria,2019,Effect of long-term farming practices on agricultural soil microbiome members represented by metagenomically assembled genomes (MAGS) and their predicted plant-beneficial genes,"Johanna Nelkner, Christian Henke, Timo Wentong Lin, Wiebke Patzold, Julia Hassa, Sebastian Jaenicke, Rita Grosch, Alfred Puhler, Alexander Sczyrba, Andreas Schluter",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,Bacteria,Winter barley,"Abundance, relative abundance","European Union’s Horizon 2020 research and innovation programme, German Federal Ministry of Education and Research project","Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk and rhizosphere,Field,Yes,Provides good abundance data,Intermediate,"Maize, winter wheat, winter barley, winter rapeseed",n/a,n/a,n/a,4,SD,Number of reads/sequences,60443232,n/a
38,Bacteria,2019,Effect of long-term farming practices on agricultural soil microbiome members represented by metagenomically assembled genomes (MAGS) and their predicted plant-beneficial genes,"Johanna Nelkner, Christian Henke, Timo Wentong Lin, Wiebke Patzold, Julia Hassa, Sebastian Jaenicke, Rita Grosch, Alfred Puhler, Alexander Sczyrba, Andreas Schluter",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,Bacteria,Winter barley,"Abundance, relative abundance","European Union’s Horizon 2020 research and innovation programme, German Federal Ministry of Education and Research project","Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk and rhizosphere,Field,Yes,Provides good abundance data,Intermediate,"Maize, winter wheat, winter barley, winter rapeseed",n/a,n/a,n/a,4,SD,Number of reads/sequences,59790745,n/a
38,Bacteria,2019,Effect of long-term farming practices on agricultural soil microbiome members represented by metagenomically assembled genomes (MAGS) and their predicted plant-beneficial genes,"Johanna Nelkner, Christian Henke, Timo Wentong Lin, Wiebke Patzold, Julia Hassa, Sebastian Jaenicke, Rita Grosch, Alfred Puhler, Alexander Sczyrba, Andreas Schluter",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,Bacteria,Winter barley,"Abundance, relative abundance","European Union’s Horizon 2020 research and innovation programme, German Federal Ministry of Education and Research project","Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk and rhizosphere,Field,Yes,Provides good abundance data,Intermediate,"Maize, winter wheat, winter barley, winter rapeseed",n/a,n/a,n/a,4,SD,Number of reads/sequences,54437119,n/a
38,Bacteria,2019,Effect of long-term farming practices on agricultural soil microbiome members represented by metagenomically assembled genomes (MAGS) and their predicted plant-beneficial genes,"Johanna Nelkner, Christian Henke, Timo Wentong Lin, Wiebke Patzold, Julia Hassa, Sebastian Jaenicke, Rita Grosch, Alfred Puhler, Alexander Sczyrba, Andreas Schluter",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,Bacteria,Winter barley,"Abundance, relative abundance","European Union’s Horizon 2020 research and innovation programme, German Federal Ministry of Education and Research project","Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk and rhizosphere,Field,Yes,Provides good abundance data,Intermediate,"Maize, winter wheat, winter barley, winter rapeseed",n/a,n/a,n/a,4,SD,Number of reads/sequences,61424296,n/a
38,Bacteria,2019,Effect of long-term farming practices on agricultural soil microbiome members represented by metagenomically assembled genomes (MAGS) and their predicted plant-beneficial genes,"Johanna Nelkner, Christian Henke, Timo Wentong Lin, Wiebke Patzold, Julia Hassa, Sebastian Jaenicke, Rita Grosch, Alfred Puhler, Alexander Sczyrba, Andreas Schluter",,English,"Bernburg, Germany",Mollisol,51.82°N,11.70°E,n/a,Cfb,511,9.7,Bacteria,Winter barley,"Abundance, relative abundance","European Union’s Horizon 2020 research and innovation programme, German Federal Ministry of Education and Research project","Conventional, intermediate, organic","Tillage, fertilisation, pesticides",23,Bulk and rhizosphere,Field,Yes,Provides good abundance data,Organic,"Maize, winter wheat, winter barley, winter rapeseed",n/a,n/a,n/a,4,SE,Number of reads/sequences,60349951,n/a
